Count,City,lons,lats
3797,"Tokyo,JP",139.69171,35.6895
3102,"New York, NY",-74.00596999999998,40.71427
1228,"Yokohama,JP",139.65,35.43333
1151,"Chicago, IL",-87.65005,41.85003
1148,"Paris,FR",2.3488,48.85341
1127,"Pittsburgh, PA",-79.99589,40.44062
1072,"Washington, DC",-77.03636999999998,38.89511
1010,"Houston, T",-95.06327,31.41296
935,"Osaka,JP",135.50218,34.693740000000005
740,"Stamford, CT",-73.53873,41.05343
676,"London,GB2",-0.12775830000000002,51.5073509
653,"Los Angeles, CA",-118.24368,34.05223
611,"Leverkusen,DE",6.9843199999999985,51.0303
590,"Moscow,SU",37.5,55.75
581,"Rochester, NY",-77.61556,43.15478
571,"Dallas, T",-96.6136,32.8479
530,"Milan,IT",9.18951,45.46427
519,"Kawasaki,JP",139.71722,35.52056
515,"Detroit, MI",-83.04575,42.33143
500,"Bartlesville, OK",-95.98082,36.74731
497,"Wilmington, DE",-75.54659000000002,39.74595
492,"Minneapolis, MN",-93.26384,44.97997
489,"Munich,DE",11.57549,48.13743
483,"Cincinnati, OH",-84.45689,39.162
480,"Schenectady, NY",-73.93956999999997,42.81424000000001
466,"Midland, MI",-102.07791,31.99735
457,"Philadelphia, PA",-75.16379,39.95233
437,"Cleveland, OH",-81.69541,41.4995
432,"St. Louis, MO",-90.19789,38.62727
415,"Indianapolis, IN",-86.15804,39.76838
390,"Akron, OH",-81.51901,41.08144
365,"Palo Alto, CA",-122.14302,37.44188
345,"Toyota,JP",137.15,35.08333
340,"Armonk, NY",-73.71401999999998,41.12648
339,"Kalamazoo, MI",-85.58723,42.29171
334,"Stuttgart,DE",9.17702,48.78232
330,"Frankfurt am Main,DE",8.68417,50.11552
312,"Toledo, OH",-83.55521,41.66394
306,"Peoria, IL",-89.58899,40.69365
304,"San Jose, CA",-121.89496,37.33939
297,"Tokyo,JP",139.69171,35.6895
297,"Milwaukee, WI",-87.90647,43.0389
295,"Princeton, NJ",-74.65905,40.34872
290,"Minami-ashigara,JP",139.1096,35.31947
282,"Dayton, OH",-84.19161,39.75895
281,"San Diego, CA",-117.15726,32.71533
274,"San Francisco, CA",-122.41942,37.77493
273,"Cologne,DE",6.95,50.93333
269,"Budapest,HU",19.03991,47.49801
268,"Cambridge, MA",-71.10561,42.3751
261,"Seattle, WA",-122.33207,47.60621
250,"Eindhoven,NL",5.47778,51.44083
247,"Ardsley, NY",-73.84375,41.01065
238,"Murray Hill, NJ",-74.40098,40.69538
235,"Hitachi,JP",140.65,36.6
227,"Florham Park, NJ",-74.38821,40.78788
227,"Ludwigshafen,DE",8.44641,49.48121
226,"Nagoya,JP",136.90641000000002,35.181470000000004
220,"St. Paul, MN",-93.09327,44.94441
220,"Louisville, KY",-85.75941,38.25424
219,"Sunnyvale, CA",-122.03635,37.36883
219,"Kyoto,JP",135.75385,35.02107
219,"Des Plaines, IL",-87.8834,42.03336
214,"Phoenix, AZ",-112.07404,33.44838
211,"Basel,CH",7.57327,47.55839
209,"Berlin,DE",13.41053,52.52437
207,"Richmond, VA",-77.46025999999998,37.55376
201,"Wuppertal,DE",7.16755,51.27027
185,"Aichi,JP",136.90641000000002,35.181470000000004
185,"Schaumburg, IL",-88.08341,42.03336
184,"Brooklyn, NY",-73.94958000000003,40.6501
184,"Hachioji,JP",139.32388999999998,35.65583
183,"Nutley, NJ",-74.15987,40.82232
183,"Salt Lake City, UT",-111.89105,40.76078
178,"Krefeld,DE",6.58615,51.33921
177,"Southfield, MI",-83.22187,42.47337
177,"Loveland, CO",-105.07498,40.39776
176,"Lexington, MA",-71.2245,42.44732
168,"Berlin & Munich,DE",-72.6959365,-37.8098917
168,"Hamamatsu,JP",137.73333,34.7
167,"White Plains, NY",-73.76290999999998,41.03399
166,"Tulsa, OK",-95.99277,36.15398
165,"Dusseldorf,DE",6.776160000000001,51.22172
164,"Ann Arbor, MI",-83.74088,42.27756
159,"Rockford, IL",-89.094,42.27113
156,"Kobe,JP",135.183,34.6913
156,"Montreal,CA",-73.58781,45.50884
156,"Denver, CO",-104.9847,39.73915
153,"Columbus, OH",-82.99879,39.96118
151,"Hino,JP",139.40028,35.67306
151,"Vienna,AT",16.37208,48.20849000000001
148,"Harrisburg, PA",-76.88441999999998,40.2737
148,"Atlanta, GA",-84.38798,33.749
148,"Portland, OR",-122.67621,45.52345
148,"Rahway, NJ",-74.27765,40.60816
146,"Kariya,JP",136.98333,34.98333
146,"Hamburg,DE",10.01534,53.57532
145,"Ibaraki,JP",140.45,36.35
142,"Boulder, CO",-105.27055,40.01499
139,"Baton Rouge, LA",-91.15455,30.45075
139,"Sakai,JP",135.46667,34.58333
134,"Stockholm,SE",18.0649,59.33258000000001
133,"Hartford, CT",-72.68509,41.76371
132,"Boston, MA",-71.05977,42.35843
129,"Toronto,CA",-79.4163,43.70011
126,"Berkeley, CA",-122.27275,37.87159000000001
126,"Baltimore, MD",-76.61219,39.29038
126,"Arlington Heights, IL",-87.98063,42.08836
125,"Miami, FL",-80.13005,25.79065
124,"Austin, T",-97.7431,30.2672
124,"Skokie, IL",-87.73339,42.03336
122,"Westport, CT",-73.3579,41.14149000000001
121,"Essen,DE",7.0122800000000005,51.45657
119,"Mountain View, CA",-122.08385,37.38605
119,"Dearborn, MI",-83.17631,42.32226
118,"Santa Clara, CA",-121.95524,37.35411
118,"Corning, NY",-76.89107,42.1598
117,"Ponca City, OK",-97.08559,36.70698
116,"Los Altos, CA",-122.11413,37.38522
116,"Kingsport, TN",-82.56182,36.54843
115,"Darmstadt,DE",8.650269999999999,49.87167
114,"Fullerton, CA",-117.92534,33.870290000000004
112,"Birmingham,GB2",-86.80248999999998,33.5206608
112,"Yokosuka,JP",139.66722,35.28361
112,"Huntsville, AL",-86.5861,34.73037
110,"Ottawa,CA",-75.69811999999997,45.41117
110,"Glenview, IL",-87.78784,42.06975
110,"Erie, PA",-80.08506,42.12922
110,"Pasadena, CA",-118.14452,34.14778
109,"Machida,JP",139.45083,35.54028
109,"Menlo Park, CA",-122.18219,37.45383
108,"Nishinomiya,JP",135.33199,34.71562
108,"Amagasaki,JP",135.41666999999998,34.71667
108,"Turin,IT",7.68682,45.07049
107,"Oklahoma City, OK",-97.51643,35.46756
106,"Oak Brook, IL",-87.92895,41.83281
106,"Chiba,JP",140.11667,35.6
105,"New Haven, CT",-72.92815999999998,41.30815
105,"Fort Wayne, IN",-85.12886,41.1306
105,"Lancaster, PA",-76.30551,40.03788
105,"Frankfurt,DE",8.68417,50.11552
105,"Zurich,CH",8.55,47.36667
104,"Silver Spring, MD",-77.02609,38.99067
104,"Katsuta,JP",140.53333,36.36667
104,"Bridgewater, NJ",-74.64815,40.60079
103,"Fujisawa,JP",139.47666,35.34926
103,"Takatsuki,JP",135.61678,34.84833
103,"Santa Ana, CA",-117.86783,33.74557
103,"Susono,JP",138.87734,35.22551
102,"Hiroshima,JP",132.45,34.4
102,"El Segundo, CA",-118.41647,33.91918
102,"Kiev,SU",30.799532899999996,50.511249
101,"Richardson, T",-75.3435,39.9247
