Count,City,lons,lats
9014,"Tokyo,JP",139.69171,35.6895
3731,"New York, NY",-74.00596999999998,40.71427
2641,"Yokohama,JP",139.65,35.43333
2372,"Osaka,JP",135.50218,34.693740000000005
1655,"Kanagawa,JP",139.65,35.43333
1463,"Houston, T",-95.06327,31.41296
1441,"Paris,FR",2.3488,48.85341
1348,"Kawasaki,JP",139.71722,35.52056
1301,"Washington, DC",-77.03636999999998,38.89511
1225,"Pittsburgh, PA",-79.99589,40.44062
1218,"Chicago, IL",-87.65005,41.85003
858,"London,GB2",-0.12775830000000002,51.5073509
838,"Stamford, CT",-73.53873,41.05343
794,"Dallas, T",-96.6136,32.8479
769,"Leverkusen,DE",6.9843199999999985,51.0303
724,"Wilmington, DE",-75.54659000000002,39.74595
700,"Munich,DE",11.57549,48.13743
686,"Los Angeles, CA",-118.24368,34.05223
679,"Aichi,JP",136.90641000000002,35.181470000000004
678,"Rochester, NY",-77.61556,43.15478
667,"Bartlesville, OK",-95.98082,36.74731
656,"Toyota,JP",137.15,35.08333
640,"Midland, MI",-102.07791,31.99735
634,"Cincinnati, OH",-84.45689,39.162
631,"Armonk, NY",-73.71401999999998,41.12648
618,"Schenectady, NY",-73.93956999999997,42.81424000000001
614,"Stuttgart,DE",9.17702,48.78232
604,"Detroit, MI",-83.04575,42.33143
597,"Budapest,HU",19.03991,47.49801
585,"Kariya,JP",136.98333,34.98333
579,"Minneapolis, MN",-93.26384,44.97997
557,"Saitama,JP",139.65657,35.90807
548,"Hitachi,JP",140.65,36.6
536,"Kyoto,JP",135.75385,35.02107
534,"Palo Alto, CA",-122.14302,37.44188
525,"Indianapolis, IN",-86.15804,39.76838
504,"Hachioji,JP",139.32388999999998,35.65583
492,"St. Louis, MO",-90.19789,38.62727
491,"Austin, T",-97.7431,30.2672
488,"Nagoya,JP",136.90641000000002,35.181470000000004
475,"Akron, OH",-81.51901,41.08144
472,"Cleveland, OH",-81.69541,41.4995
469,"Moscow,SU",37.5,55.75
463,"Milan,IT",9.18951,45.46427
435,"San Jose, CA",-121.89496,37.33939
424,"Kobe,JP",135.183,34.6913
421,"Philadelphia, PA",-75.16379,39.95233
402,"Murray Hill, NJ",-74.40098,40.69538
397,"Ibaraki,JP",140.45,36.35
388,"Frankfurt am Main,DE",8.68417,50.11552
384,"Cologne,DE",6.95,50.93333
380,"Yokosuka,JP",139.66722,35.28361
371,"St. Paul, MN",-93.09327,44.94441
370,"Eindhoven,NL",5.47778,51.44083
368,"Seattle, WA",-122.33207,47.60621
364,"Shizuoka,JP",138.38333,34.98333
351,"Dayton, OH",-84.19161,39.75895
348,"White Plains, NY",-73.76290999999998,41.03399
343,"Ludwigshafen,DE",8.44641,49.48121
342,"San Francisco, CA",-122.41942,37.77493
327,"Chiba,JP",140.11667,35.6
322,"Milwaukee, WI",-87.90647,43.0389
321,"Hino,JP",139.40028,35.67306
313,"Hyogo,JP",135.183,34.6913
312,"Schaumburg, IL",-88.08341,42.03336
309,"Cambridge, MA",-71.10561,42.3751
305,"San Diego, CA",-117.15726,32.71533
302,"Ardsley, NY",-73.84375,41.01065
299,"Toledo, OH",-83.55521,41.66394
297,"Hiroshima,JP",132.45,34.4
297,"Okazaki,JP",137.16666999999998,34.95
292,"Nara,JP",135.80485,34.68505
290,"Danbury, CT",-73.45401,41.39482
286,"Berlin,DE",13.41053,52.52437
273,"Florham Park, NJ",-74.38821,40.78788
270,"El Segundo, CA",-118.41647,33.91918
268,"Hamburg,DE",10.01534,53.57532
264,"Princeton, NJ",-74.65905,40.34872
262,"Sunnyvale, CA",-122.03635,37.36883
259,"Troy, MI",-83.14993,42.60559
252,"Richmond, VA",-77.46025999999998,37.55376
250,"Tulsa, OK",-95.99277,36.15398
247,"Kalamazoo, MI",-85.58723,42.29171
245,"Essen,DE",7.0122800000000005,51.45657
244,"Phoenix, AZ",-112.07404,33.44838
241,"Lexington, MA",-71.2245,42.44732
237,"Des Plaines, IL",-87.8834,42.03336
234,"Basel,CH",7.57327,47.55839
229,"Salt Lake City, UT",-111.89105,40.76078
229,"Santa Clara, CA",-121.95524,37.35411
226,"Krefeld,DE",6.58615,51.33921
225,"Southfield, MI",-83.22187,42.47337
223,"Miami, FL",-80.13005,25.79065
221,"Hirakata,JP",135.64914,34.813520000000004
221,"Columbus, OH",-82.99879,39.96118
219,"Louisville, KY",-85.75941,38.25424
216,"Ann Arbor, MI",-83.74088,42.27756
212,"Atlanta, GA",-84.38798,33.749
210,"Duncan, OK",-97.95781,34.5023
210,"Berlin & Munich,DE",-72.6959365,-37.8098917
207,"Harrisburg, PA",-76.88441999999998,40.2737
206,"Sagamihara,JP",139.35,35.55
203,"Sakai,JP",135.46667,34.58333
201,"Hartford, CT",-72.68509,41.76371
