Count,City,lons,lats
28743,"Tokyo,JP",139.69171,35.6895
7176,"Kawasaki,JP",139.71722,35.52056
6765,"Osaka,JP",135.50218,34.693740000000005
6344,"Yokohama,JP",139.65,35.43333
4837,"Kanagawa,JP",139.65,35.43333
4194,"San Jose, CA",-121.89496,37.33939
3439,"New York, NY",-74.00596999999998,40.71427
3237,"Austin, T",-97.7431,30.2672
3077,"Palo Alto, CA",-122.14302,37.44188
3072,"Rochester, NY",-77.61556,43.15478
2781,"Houston, T",-95.06327,31.41296
2746,"Seoul,KR",126.9784,37.566
2691,"Armonk, NY",-73.71401999999998,41.12648
2515,"San Diego, CA",-117.15726,32.71533
2448,"Sunnyvale, CA",-122.03635,37.36883
2157,"Santa Clara, CA",-121.95524,37.35411
1949,"Cincinnati, OH",-84.45689,39.162
1788,"Boise, ID",-116.20345,43.6135
1783,"Paris,FR",2.3488,48.85341
1768,"Kyoto,JP",135.75385,35.02107
1734,"Dallas, T",-96.6136,32.8479
1718,"Schaumburg, IL",-88.08341,42.03336
1635,"Kanagawa-ken,JP",139.65,35.43333
1628,"Wilmington, DE",-75.54659000000002,39.74595
1624,"Chicago, IL",-87.65005,41.85003
1605,"Suwon,KR",127.00889,37.29111
1492,"Seattle, WA",-122.33207,47.60621
1486,"Taipei,TW",121.53185,25.04776
1481,"Nagoya,JP",136.90641000000002,35.181470000000004
1474,"Mountain View, CA",-122.08385,37.38605
1396,"Los Angeles, CA",-118.24368,34.05223
1356,"Washington, DC",-77.03636999999998,38.89511
1308,"Cupertino, CA",-122.03218,37.323
1303,"Kariya,JP",136.98333,34.98333
1299,"Fremont, CA",-121.98857,37.54827
1297,"Hyogo,JP",135.183,34.6913
1242,"San Francisco, CA",-122.41942,37.77493
1218,"St. Paul, MN",-93.09327,44.94441
1206,"Shizuoka,JP",138.38333,34.98333
1193,"Stamford, CT",-73.53873,41.05343
1167,"Pittsburgh, PA",-79.99589,40.44062
1166,"Minneapolis, MN",-93.26384,44.97997
1159,"Munich,DE",11.57549,48.13743
1158,"Indianapolis, IN",-86.15804,39.76838
1150,"Hsinchu,TW",120.96861,24.80361
1133,"Chiba,JP",140.11667,35.6
1069,"Saitama,JP",139.65657,35.90807
1023,"Stuttgart,DE",9.17702,48.78232
992,"Murray Hill, NJ",-74.40098,40.69538
979,"Boulder, CO",-105.27055,40.01499
977,"Portland, OR",-122.67621,45.52345
976,"Cambridge, MA",-71.10561,42.3751
935,"St. Louis, MO",-90.19789,38.62727
834,"Eindhoven,NL",5.47778,51.44083
831,"Redmond, WA",-122.12151,47.67399
828,"Hamamatsu,JP",137.73333,34.7
819,"Kobe,JP",135.183,34.6913
817,"Menlo Park, CA",-122.18219,37.45383
813,"Milpitas, CA",-121.90662,37.42827
812,"Midland, MI",-102.07791,31.99735
802,"Plano, T",-96.6988856,33.0198431
801,"Hachioji,JP",139.32388999999998,35.65583
801,"Wako,JP",139.62333,35.78944
797,"Phoenix, AZ",-112.07404,33.44838
791,"Toyota,JP",137.15,35.08333
791,"Atlanta, GA",-84.38798,33.749
779,"Ibaraki,JP",140.45,36.35
769,"Boston, MA",-71.05977,42.35843
763,"Milan,IT",9.18951,45.46427
761,"Hitachi,JP",140.65,36.6
752,"Berlin,DE",13.41053,52.52437
741,"Philadelphia, PA",-75.16379,39.95233
730,"Irvine, CA",-117.82311,33.66946
728,"Tucson, AZ",-110.92648,32.221740000000004
724,"Nara,JP",135.80485,34.68505
721,"Leverkusen,DE",6.9843199999999985,51.0303
712,"Ludwigshafen,DE",8.44641,49.48121
707,"Raleigh, NC",-78.63861,35.7721
694,"Beaverton, OR",-122.80371,45.48706
690,"Dearborn, MI",-83.17631,42.32226
675,"Los Altos, CA",-122.11413,37.38522
666,"Oakland, CA",-122.2708,37.80437
663,"Salt Lake City, UT",-111.89105,40.76078
658,"London,GB2",-0.12775830000000002,51.5073509
655,"Saratoga, CA",-122.02301,37.26383
649,"Ann Arbor, MI",-83.74088,42.27756
645,"Hsin-Chu,TW",120.96861,24.80361
626,"Madison, WI",-89.40123,43.07305
619,"Schenectady, NY",-73.93956999999997,42.81424000000001
610,"Colorado Springs, CO",-104.82136,38.83388
609,"Akron, OH",-81.51901,41.08144
608,"Aichi-ken,JP",136.90641000000002,35.181470000000004
606,"Aichi,JP",136.90641000000002,35.181470000000004
601,"Daejeon,KR",127.41972,36.32139
600,"Cleveland, OH",-81.69541,41.4995
599,"Princeton, NJ",-74.65905,40.34872
590,"Dayton, OH",-84.19161,39.75895
579,"Nagano,JP",138.18333,36.65
578,"Sagamihara,JP",139.35,35.55
574,"Newark, DE",-74.17237,40.73566
567,"Webster, NY",-77.42999,43.21229
564,"Albuquerque, NM",-106.65113999999998,35.08449
549,"Rochester, MN",-92.4699,44.02163
546,"Atsugi,JP",139.36931,35.44272
545,"Saitama-ken,JP",139.65657,35.90807
542,"Montreal,CA",-73.58781,45.50884
536,"Suwa,JP",138.11308,36.03799
522,"Fujisawa,JP",139.47666,35.34926
519,"Redwood City, CA",-122.23635,37.48522
519,"Baltimore, MD",-76.61219,39.29038
517,"Los Gatos, CA",-121.97468,37.22661
515,"Stockholm,SE",18.0649,59.33258000000001
515,"Yokkaichi,JP",136.61667,34.96667
503,"Shizuoka-ken,JP",138.38333,34.98333
491,"Tsukuba,JP",140.05,36.11667
485,"Hiratsuka,JP",139.33735,35.32785
483,"Frankfurt,DE",8.68417,50.11552
480,"La Jolla, CA",-117.2742,32.84727
480,"Hirakata,JP",135.64914,34.813520000000004
464,"Fairport, NY",-77.44194,43.09867
460,"Scottsdale, AZ",-111.89903,33.50921
459,"Carlsbad, CA",-117.35059,33.15809
456,"Pasadena, CA",-118.14452,34.14778
455,"Durham, NC",-78.89862,35.99403
455,"Columbus, OH",-82.99879,39.96118
454,"Boca Raton, FL",-80.0831,26.35869000000001
454,"Taichung,TW",120.6839,24.1469
443,"Detroit, MI",-83.04575,42.33143
439,"Wakayama,JP",135.16666999999998,34.23333
433,"Itami,JP",135.40126,34.78427
431,"Hiroshima,JP",132.45,34.4
426,"Okazaki,JP",137.16666999999998,34.95
425,"Anjo,JP",137.08053999999998,34.95828
424,"Ebina,JP",135.38333,35.43333
