Count,City,lons,lats
33899,"Tokyo, JP",139.69171,35.6895
8553,"Seoul, KR",126.9784,37.566
8513,"San Jose, CA",-121.89496,37.33939
7865,"Kanagawa, JP",139.65,35.43333
7785,"Osaka, JP",135.50218,34.693740000000005
6488,"Kawasaki, JP",139.71722,35.52056
5144,"Santa Clara, CA",-121.95524,37.35411
5094,"Austin, T",-97.7431,30.2672
5032,"Yokohama, JP",139.65,35.43333
4730,"Houston, T",-95.06327,31.41296
4218,"San Diego, CA",-117.15726,32.71533
4214,"Armonk, NY",-73.71401999999998,41.12648
4209,"Redmond, WA",-122.12151,47.67399
3764,"Sunnyvale, CA",-122.03635,37.36883
3588,"Suwon-si, KR",127.00889,37.29111
3568,"Taipei, TW",121.53185,25.04776
3170,"San Francisco, CA",-122.41942,37.77493
2954,"Seattle, WA",-122.33207,47.60621
2948,"New York, NY",-74.00596999999998,40.71427
2887,"Hsinchu, TW",120.96861,24.80361
2824,"Boise, ID",-116.20345,43.6135
2738,"Kyoto, JP",135.75385,35.02107
2736,"Palo Alto, CA",-122.14302,37.44188
2714,"Munich, DE",11.57549,48.13743
2290,"Saitama, JP",139.65657,35.90807
2235,"Fremont, CA",-121.98857,37.54827
2097,"Mountain View, CA",-122.08385,37.38605
2091,"Gyeonggi-do, KR",127.00889,37.29111
2082,"Chicago, IL",-87.65005,41.85003
2081,"Paris, FR",2.3488,48.85341
2052,"Irvine, CA",-117.82311,33.66946
2049,"Cupertino, CA",-122.03218,37.323
1919,"Portland, OR",-122.67621,45.52345
1822,"Singapore, SG",103.85007,1.28967
1789,"Nagoya, JP",136.90641000000002,35.181470000000004
1744,"Wilmington, DE",-75.54659000000002,39.74595
1708,"Eindhoven, NL",5.47778,51.44083
1648,"Dallas, T",-96.6136,32.8479
1572,"Taipei Hsien, TW",121.53185,25.04776
1543,"Bellevue, WA",-122.20068,47.61038
1499,"Balmain, AU",151.1833,-33.85481
1487,"Milpitas, CA",-121.90662,37.42827
1450,"Daejeon, KR",127.41972,36.32139
1410,"Stuttgart, DE",9.17702,48.78232
1398,"Cambridge, MA",-71.10561,42.3751
1393,"Cincinnati, OH",-84.45689,39.162
1320,"Shizuoka, JP",138.38333,34.98333
1313,"Chiba, JP",140.11667,35.6
1298,"Hsin-Chu, TW",120.96861,24.80361
1295,"London, GB",-0.12574000000000002,51.50853
1275,"Rochester, NY",-77.61556,43.15478
1268,"Kariya, JP",136.98333,34.98333
1226,"Los Angeles, CA",-118.24368,34.05223
1192,"Raleigh, NC",-78.63861,35.7721
1190,"Yongin-si, KR",127.17795,37.23825
1189,"Espoo, FI",24.6522,60.2052
1150,"Beaverton, OR",-122.80371,45.48706
1142,"Beijing, CN",116.39723,39.9075
1121,"Shenzhen, CN",114.0683,22.54554
1117,"St. Paul, MN",-93.09327,44.94441
1102,"Kanagawa-ken, JP",139.65,35.43333
1097,"Atlanta, GA",-84.38798,33.749
1092,"Ibaraki, JP",140.45,36.35
1087,"Los Altos, CA",-122.11413,37.38522
1076,"Tucson, AZ",-110.92648,32.221740000000004
1069,"Suwon-Si, KR",127.00889,37.29111
1051,"Toyota, JP",137.15,35.08333
1051,"Menlo Park, CA",-122.18219,37.45383
1031,"Suwon, KR",127.00889,37.29111
1025,"Phoenix, AZ",-112.07404,33.44838
1007,"Hyogo, JP",135.183,34.6913
1000,"Plano, T",-96.6988856,33.0198431
972,"Nagano, JP",138.18333,36.65
959,"Minneapolis, MN",-93.26384,44.97997
948,"Washington, DC",-77.03636999999998,38.89511
941,"Hachioji, JP",139.32388999999998,35.65583
929,"Rochester, MN",-92.4699,44.02163
920,"St. Louis, MO",-90.19789,38.62727
905,"Ann Arbor, MI",-83.74088,42.27756
902,"Taichung, TW",120.6839,24.1469
878,"Wako, JP",139.62333,35.78944
856,"Boston, MA",-71.05977,42.35843
837,"Schenectady, NY",-73.93956999999997,42.81424000000001
835,"Berlin, DE",13.41053,52.52437
828,"Kobe, JP",135.183,34.6913
824,"Cary, NC",-78.78112,35.79154000000001
808,"Aichi, JP",136.90641000000002,35.181470000000004
804,"Hitachinaka, JP",140.55789,36.39596
798,"Los Gatos, CA",-121.97468,37.22661
796,"Milan, IT",9.18951,45.46427
788,"Nara, JP",135.80485,34.68505
785,"Reno, NV",-119.8138,39.52963
774,"Carlsbad, CA",-117.35059,33.15809
770,"Durham, NC",-78.89862,35.99403
768,"Morristown, NJ",-74.48154,40.79677
768,"Pittsburgh, PA",-79.99589,40.44062
767,"Kirkland, WA",-122.20874,47.68149
757,"Boulder, CO",-105.27055,40.01499
740,"Suwon-si, Gyeonggi-do, KR",127.00889,37.29111
739,"Saratoga, CA",-122.02301,37.26383
735,"Tu-Cheng, TW",53.666,28.5744
