Count,City,lons,lats
44233,"Tokyo, JP",139.69171,35.6895
12770,"Seoul, KR",126.9784,37.566
11688,"San Jose, CA",-121.89496,37.33939
11397,"Osaka, JP",135.50218,34.693740000000005
10510,"Kanagawa, JP",139.65,35.43333
7812,"Kawasaki, JP",139.71722,35.52056
6969,"Yokohama, JP",139.65,35.43333
6754,"San Diego, CA",-117.15726,32.71533
6647,"Austin, T",-97.7431,30.2672
6362,"Redmond, WA",-122.12151,47.67399
5901,"Suwon-si, KR",127.00889,37.29111
5897,"Armonk, NY",-73.71401999999998,41.12648
5887,"Houston, T",-95.06327,31.41296
5812,"Sunnyvale, CA",-122.03635,37.36883
5738,"Santa Clara, CA",-121.95524,37.35411
5230,"San Francisco, CA",-122.41942,37.77493
4683,"Seattle, WA",-122.33207,47.60621
4413,"Hsinchu, TW",120.96861,24.80361
4268,"Taipei, TW",121.53185,25.04776
4062,"New York, NY",-74.00596999999998,40.71427
4029,"Palo Alto, CA",-122.14302,37.44188
3723,"Gyeonggi-do, KR",127.00889,37.29111
3588,"Mountain View, CA",-122.08385,37.38605
3452,"Munich, DE",11.57549,48.13743
3370,"Kyoto, JP",135.75385,35.02107
3173,"Daejeon, KR",127.41972,36.32139
3111,"Cupertino, CA",-122.03218,37.323
3097,"Yongin-si, KR",127.17795,37.23825
3093,"Fremont, CA",-121.98857,37.54827
3075,"Saitama, JP",139.65657,35.90807
2889,"Shenzhen, CN",114.0683,22.54554
2840,"Chicago, IL",-87.65005,41.85003
2701,"Irvine, CA",-117.82311,33.66946
2693,"Paris, FR",2.3488,48.85341
2585,"Taipei Hsien, TW",121.53185,25.04776
2561,"Beijing, CN",116.39723,39.9075
2508,"Singapore, SG",103.85007,1.28967
2376,"Bellevue, WA",-122.20068,47.61038
2364,"Boise, ID",-116.20345,43.6135
2219,"Eindhoven, NL",5.47778,51.44083
2141,"Cincinnati, OH",-84.45689,39.162
2141,"Nagoya, JP",136.90641000000002,35.181470000000004
2097,"Balmain, AU",151.1833,-33.85481
1980,"Portland, OR",-122.67621,45.52345
1966,"Dallas, T",-96.6136,32.8479
1932,"Wilmington, DE",-75.54659000000002,39.74595
1844,"Cambridge, MA",-71.10561,42.3751
1770,"Hsin-Chu, TW",120.96861,24.80361
1740,"Los Angeles, CA",-118.24368,34.05223
1702,"Rochester, NY",-77.61556,43.15478
1685,"Reno, NV",-119.8138,39.52963
1669,"Chiba, JP",140.11667,35.6
1661,"Stuttgart, DE",9.17702,48.78232
1647,"Atlanta, GA",-84.38798,33.749
1644,"Milpitas, CA",-121.90662,37.42827
1624,"Minneapolis, MN",-93.26384,44.97997
1612,"Raleigh, NC",-78.63861,35.7721
1589,"Menlo Park, CA",-122.18219,37.45383
1573,"London, GB",-0.12574000000000002,51.50853
1572,"Tucson, AZ",-110.92648,32.221740000000004
1569,"Kariya, JP",136.98333,34.98333
1495,"Espoo, FI",24.6522,60.2052
1485,"St. Paul, MN",-93.09327,44.94441
1476,"Los Altos, CA",-122.11413,37.38522
1455,"Ibaraki, JP",140.45,36.35
1452,"Rochester, MN",-92.4699,44.02163
1393,"Shizuoka, JP",138.38333,34.98333
1342,"Redwood City, CA",-122.23635,37.48522
1335,"Seongnam-si, KR",127.13778,37.43861
1326,"St. Louis, MO",-90.19789,38.62727
1307,"Shanghai, CN",121.45806,31.22222
1305,"Cary, NC",-78.78112,35.79154000000001
1298,"Hyogo, JP",135.183,34.6913
1297,"Plano, T",-96.6988856,33.0198431
1291,"Washington, DC",-77.03636999999998,38.89511
1263,"Toyota, JP",137.15,35.08333
1214,"Berlin, DE",13.41053,52.52437
1213,"Saratoga, CA",-122.02301,37.26383
1175,"Ann Arbor, MI",-83.74088,42.27756
1168,"Boston, MA",-71.05977,42.35843
1163,"Waterloo, CA",-80.38593,43.45747
1143,"Pittsburgh, PA",-79.99589,40.44062
1125,"Schenectady, NY",-73.93956999999997,42.81424000000001
1121,"Kirkland, WA",-122.20874,47.68149
1120,"Beaverton, OR",-122.80371,45.48706
1119,"Los Gatos, CA",-121.97468,37.22661
1111,"Phoenix, AZ",-112.07404,33.44838
1103,"Hachioji, JP",139.32388999999998,35.65583
1096,"Durham, NC",-78.89862,35.99403
1093,"Boulder, CO",-105.27055,40.01499
1092,"Kanagawa-ken, JP",139.65,35.43333
1078,"Carlsbad, CA",-117.35059,33.15809
1075,"Sammamish, WA",-122.10123,47.5776
1061,"Madison, WI",-89.40123,43.07305
1046,"Nara, JP",135.80485,34.68505
1046,"Norwalk, CT",-73.4079,41.1176
1043,"Bangalore, IN",77.59369000000002,12.97194
1040,"Detroit, MI",-83.04575,42.33143
1023,"Oakland, CA",-122.2708,37.80437
1000,"Morristown, NJ",-74.48154,40.79677
996,"Kobe, JP",135.183,34.6913
994,"Nagano, JP",138.18333,36.65
980,"Cambridge, GB",0.11667,52.2
966,"Hitachinaka, JP",140.55789,36.39596
944,"Toronto, CA",-79.4163,43.70011
944,"Aichi, JP",136.90641000000002,35.181470000000004
934,"Taichung, TW",120.6839,24.1469
930,"Princeton, NJ",-74.65905,40.34872
930,"Ottawa, CA",-75.69811999999997,45.41117
918,"Indianapolis, IN",-86.15804,39.76838
916,"Milan, IT",9.18951,45.46427
905,"San Mateo, CA",-122.32553,37.56299
902,"Pleasanton, CA",-121.87468,37.66243
875,"Round Rock, T",-97.678896,30.508255100000003
875,"Wako, JP",139.62333,35.78944
861,"Hitachi, JP",140.65,36.6
855,"Chandler, AZ",-111.84125,33.30616
840,"Taipei County, TW",120.5594,23.534
835,"Sugar Land, T",-95.6349463,29.6196787
828,"Salt Lake City, UT",-111.89105,40.76078
811,"Foster City, CA",-122.27108,37.55855
803,"Aichi-ken, JP",136.90641000000002,35.181470000000004
801,"Dearborn, MI",-83.17631,42.32226
798,"Suwon-Si, KR",127.00889,37.29111
790,"Maple Grove, MN",-93.45579,45.07246
789,"Sagamihara, JP",139.35,35.55
788,"Tsukuba, JP",140.05,36.11667
788,"Poughkeepsie, NY",-73.92097,41.70037
786,"Kaohsiung, TW",120.31333,22.61626
782,"Overland Park, KS",-94.67079,38.98223
779,"Stockholm, SE",18.0649,59.33258000000001
778,"Lexington, KY",-84.47771999999998,37.98869000000001
772,"Tu-Cheng, TW",53.666,28.5744
764,"Hamburg, DE",10.01534,53.57532
752,"Philadelphia, PA",-75.16379,39.95233
750,"Hamamatsu, JP",137.73333,34.7
749,"San Antonio, T",-98.4936,29.4241
746,"Pasadena, CA",-118.14452,34.14778
745,"Balmain, New South Wales, AU",151.1833,-33.85481
744,"Eden Prairie, MN",-93.47079,44.85469000000001
744,"Niskayuna, NY",-73.84568,42.7798
742,"Troy, MI",-83.14993,42.60559
737,"Redwood Shores, CA",-122.24802,37.53188
716,"Basel, CH",7.57327,47.55839
711,"Amsterdam, NL",4.88969,52.37403
709,"Atsugi, JP",139.45017,35.45460999999999
707,"Orlando, FL",-81.37924,28.53834
705,"Albuquerque, NM",-106.65113999999998,35.08449
703,"Charlotte, NC",-80.84313,35.22709000000001
698,"Walldorf, DE",8.64236,49.30637
695,"Fort Collins, CO",-105.08442,40.58526
692,"Helsinki, FI",24.93545,60.16952
692,"Cleveland, OH",-81.69541,41.4995
672,"Dresden, DE",13.738320000000002,51.05089
671,"Livermore, CA",-121.76801,37.68187
670,"Schaumburg, IL",-88.08341,42.03336
669,"Webster, NY",-77.42999,43.21229
668,"Fukuoka, JP",130.41666999999998,33.6
666,"Mississauga, CA",-79.6583,43.5789
663,"Taoyuan, TW",121.29696,24.99368
657,"Shenzhen, Guangdong Province, CN",114.0683,22.54554
657,"Longmont, CO",-105.10193,40.16721
648,"Denver, CO",-104.9847,39.73915
637,"Lexington, MA",-71.2245,42.44732
635,"Suwon, KR",127.00889,37.29111
631,"Scottsdale, AZ",-111.89903,33.50921
624,"Haifa, IL",34.9885,32.81841
623,"Newton, MA",-71.20922,42.33704
622,"Baltimore, MD",-76.61219,39.29038
621,"Thousand Oaks, CA",-118.83759,34.170559999999995
621,"Taoyuan County, TW",120.59056,23.60361
614,"Corvallis, OR",-123.26203999999998,44.56457
609,"Alpharetta, GA",-84.29409,34.07538
608,"Bethesda, MD",-77.10025999999998,38.98067
604,"M&#xfc;nchen, DE",-96.3418048,30.620831699999997
601,"Las Vegas, NV",-115.13722,36.17497
599,"Fujisawa, JP",139.47666,35.34926
599,"San Ramon, CA",-121.97802,37.77993
597,"Woodinville, WA",-122.16346,47.75427
595,"Chapel Hill, NC",-79.05584,35.9132
594,"Okazaki, JP",137.16666999999998,34.95
589,"Campbell, CA",-75.34929,46.55011
587,"Naperville, IL",-88.14729,41.78586
581,"Waltham, MA",-71.23561,42.37649
581,"Newark, DE",-74.17237,40.73566
581,"Berkeley, CA",-122.27275,37.87159000000001
579,"Machida, JP",139.45083,35.54028
576,"Vancouver, CA",-123.11934,49.24966
573,"Brooklyn, NY",-73.94958000000003,40.6501
569,"Hong Kong, CN",114.15901,22.28589
569,"Lund, SE",13.19321,55.70584
568,"Neenah, WI",-88.46261,44.18582
567,"Hillsboro, OR",-122.98983,45.52289
567,"La Jolla, CA",-117.2742,32.84727
563,"Yokosuka, JP",139.66722,35.28361
560,"San Carlos, CA",-122.25052,37.51077
555,"Ludwigshafen, DE",8.44641,49.48121
551,"Tampa, FL",-82.45843,27.94752
549,"Hiroshima, JP",132.45,34.4
548,"Utsunomiya, JP",139.88333,36.56667
