Count,City,lons,lats
10696,"Tokyo,JP",139.69171,35.6895
3381,"New York, NY",-74.00596999999998,40.71427
2767,"Yokohama,JP",139.65,35.43333
2565,"Osaka,JP",135.50218,34.693740000000005
2040,"Kanagawa,JP",139.65,35.43333
1627,"Houston, T",-95.06327,31.41296
1612,"Paris,FR",2.3488,48.85341
1484,"Kawasaki,JP",139.71722,35.52056
1244,"Washington, DC",-77.03636999999998,38.89511
1212,"Chicago, IL",-87.65005,41.85003
1133,"Pittsburgh, PA",-79.99589,40.44062
954,"Stamford, CT",-73.53873,41.05343
899,"London,GB2",-0.12775830000000002,51.5073509
849,"Dallas, T",-96.6136,32.8479
752,"Bartlesville, OK",-95.98082,36.74731
735,"Leverkusen,DE",6.9843199999999985,51.0303
706,"Munich,DE",11.57549,48.13743
701,"Stuttgart,DE",9.17702,48.78232
697,"Midland, MI",-102.07791,31.99735
690,"Toyota,JP",137.15,35.08333
686,"Kyoto,JP",135.75385,35.02107
683,"Saitama,JP",139.65657,35.90807
680,"Cincinnati, OH",-84.45689,39.162
674,"Wilmington, DE",-75.54659000000002,39.74595
671,"Los Angeles, CA",-118.24368,34.05223
667,"Aichi,JP",136.90641000000002,35.181470000000004
637,"Minneapolis, MN",-93.26384,44.97997
625,"Rochester, NY",-77.61556,43.15478
623,"Hitachi,JP",140.65,36.6
617,"Milan,IT",9.18951,45.46427
598,"Armonk, NY",-73.71401999999998,41.12648
590,"San Jose, CA",-121.89496,37.33939
589,"Hachioji,JP",139.32388999999998,35.65583
585,"Nagoya,JP",136.90641000000002,35.181470000000004
581,"Princeton, NJ",-74.65905,40.34872
576,"Indianapolis, IN",-86.15804,39.76838
566,"Schenectady, NY",-73.93956999999997,42.81424000000001
550,"Kariya,JP",136.98333,34.98333
535,"Cleveland, OH",-81.69541,41.4995
529,"Detroit, MI",-83.04575,42.33143
503,"Palo Alto, CA",-122.14302,37.44188
499,"Budapest,HU",19.03991,47.49801
482,"Ibaraki,JP",140.45,36.35
472,"Kobe,JP",135.183,34.6913
447,"Akron, OH",-81.51901,41.08144
446,"St. Louis, MO",-90.19789,38.62727
441,"St. Paul, MN",-93.09327,44.94441
431,"Hyogo,JP",135.183,34.6913
427,"Dayton, OH",-84.19161,39.75895
426,"Murray Hill, NJ",-74.40098,40.69538
425,"Shizuoka,JP",138.38333,34.98333
407,"Yokosuka,JP",139.66722,35.28361
407,"San Francisco, CA",-122.41942,37.77493
402,"Hiroshima,JP",132.45,34.4
395,"Chiba,JP",140.11667,35.6
393,"Cologne,DE",6.95,50.93333
392,"San Diego, CA",-117.15726,32.71533
387,"Eindhoven,NL",5.47778,51.44083
378,"Seattle, WA",-122.33207,47.60621
358,"Philadelphia, PA",-75.16379,39.95233
356,"Austin, T",-97.7431,30.2672
351,"Toledo, OH",-83.55521,41.66394
342,"Frankfurt am Main,DE",8.68417,50.11552
338,"Milwaukee, WI",-87.90647,43.0389
328,"Schaumburg, IL",-88.08341,42.03336
327,"White Plains, NY",-73.76290999999998,41.03399
315,"Berlin,DE",13.41053,52.52437
314,"Moscow,SU",37.5,55.75
312,"Danbury, CT",-73.45401,41.39482
312,"Hino,JP",139.40028,35.67306
311,"Sunnyvale, CA",-122.03635,37.36883
310,"Ardsley, NY",-73.84375,41.01065
310,"Ludwigshafen,DE",8.44641,49.48121
303,"Richmond, VA",-77.46025999999998,37.55376
299,"Phoenix, AZ",-112.07404,33.44838
297,"Cambridge, MA",-71.10561,42.3751
293,"Katsuta,JP",140.53333,36.36667
288,"Florham Park, NJ",-74.38821,40.78788
284,"Hamburg,DE",10.01534,53.57532
271,"Nara,JP",135.80485,34.68505
266,"El Segundo, CA",-118.41647,33.91918
263,"Sagamihara,JP",139.35,35.55
260,"Troy, MI",-83.14993,42.60559
260,"Miami, FL",-80.13005,25.79065
258,"Louisville, KY",-85.75941,38.25424
256,"Baton Rouge, LA",-91.15455,30.45075
252,"Wuppertal,DE",7.16755,51.27027
251,"Dearborn, MI",-83.17631,42.32226
245,"Salt Lake City, UT",-111.89105,40.76078
243,"Columbus, OH",-82.99879,39.96118
233,"Okazaki,JP",137.16666999999998,34.95
232,"Montreal,CA",-73.58781,45.50884
227,"Ann Arbor, MI",-83.74088,42.27756
226,"Fujisawa,JP",139.47666,35.34926
224,"Tokorozawa,JP",139.46903,35.79916
