Count,City,lons,lats
14306,"Tokyo, JP",139.69171,35.6895
6608,"Kanagawa, JP",139.65,35.43333
5418,"San Jose, CA",-121.89496,37.33939
4562,"Yokohama, JP",139.65,35.43333
4350,"Kawasaki, JP",139.71722,35.52056
3325,"Austin, T",-97.7431,30.2672
3265,"Osaka, JP",135.50218,34.693740000000005
2956,"Seoul, KR",126.9784,37.566
2631,"San Diego, CA",-117.15726,32.71533
2464,"Sunnyvale, CA",-122.03635,37.36883
2436,"Taipei, TW",121.53185,25.04776
2351,"Boise, ID",-116.20345,43.6135
2069,"Saitama, JP",139.65657,35.90807
2006,"Fremont, CA",-121.98857,37.54827
2003,"Houston, T",-95.06327,31.41296
1862,"Palo Alto, CA",-122.14302,37.44188
1717,"Kyoto, JP",135.75385,35.02107
1621,"San Francisco, CA",-122.41942,37.77493
1619,"Chiba, JP",140.11667,35.6
1618,"Cupertino, CA",-122.03218,37.323
1604,"Hsinchu, TW",120.96861,24.80361
1551,"Shizuoka, JP",138.38333,34.98333
1491,"Singapore, SG",103.85007,1.28967
1452,"Portland, OR",-122.67621,45.52345
1451,"Hyogo, JP",135.183,34.6913
1424,"Mountain View, CA",-122.08385,37.38605
1406,"Rochester, NY",-77.61556,43.15478
1261,"Ibaraki, JP",140.45,36.35
1244,"Nagoya, JP",136.90641000000002,35.181470000000004
1224,"Kanagawa-ken, JP",139.65,35.43333
1224,"New York, NY",-74.00596999999998,40.71427
1218,"Santa Clara, CA",-121.95524,37.35411
1055,"Seattle, WA",-122.33207,47.60621
1008,"Plano, T",-96.6988856,33.0198431
949,"Suwon, KR",127.00889,37.29111
935,"Cincinnati, OH",-84.45689,39.162
908,"Wako, JP",139.62333,35.78944
902,"Hachioji, JP",139.32388999999998,35.65583
896,"Chicago, IL",-87.65005,41.85003
893,"Nagano, JP",138.18333,36.65
875,"Kariya, JP",136.98333,34.98333
859,"Irvine, CA",-117.82311,33.66946
857,"Taichung, TW",120.6839,24.1469
847,"Raleigh, NC",-78.63861,35.7721
845,"Los Altos, CA",-122.11413,37.38522
843,"Hitachi, JP",140.65,36.6
831,"Eindhoven, NL",5.47778,51.44083
824,"Los Angeles, CA",-118.24368,34.05223
813,"Dallas, T",-96.6136,32.8479
805,"Tucson, AZ",-110.92648,32.221740000000004
802,"Stuttgart, DE",9.17702,48.78232
792,"Paris, FR",2.3488,48.85341
768,"Saratoga, CA",-122.02301,37.26383
760,"Kobe, JP",135.183,34.6913
759,"Nara, JP",135.80485,34.68505
755,"Berlin, DE",13.41053,52.52437
749,"Ann Arbor, MI",-83.74088,42.27756
723,"Phoenix, AZ",-112.07404,33.44838
705,"Aichi, JP",136.90641000000002,35.181470000000004
702,"Hitachinaka, JP",140.55789,36.39596
700,"Menlo Park, CA",-122.18219,37.45383
668,"Redmond, WA",-122.12151,47.67399
640,"Rochester, MN",-92.4699,44.02163
637,"Fort Collins, CO",-105.08442,40.58526
637,"Los Gatos, CA",-121.97468,37.22661
624,"Boulder, CO",-105.27055,40.01499
621,"Cambridge, MA",-71.10561,42.3751
611,"Hirakata, JP",135.64914,34.813520000000004
610,"Fujisawa, JP",139.47666,35.34926
593,"Shizuoka-ken, JP",138.38333,34.98333
591,"Hsin-Chu, TW",120.96861,24.80361
577,"Pittsburgh, PA",-79.99589,40.44062
574,"Bellevue, WA",-122.20068,47.61038
573,"Aichi-ken, JP",136.90641000000002,35.181470000000004
567,"London, GB",-0.12574000000000002,51.50853
565,"Redwood City, CA",-122.23635,37.48522
556,"Chandler, AZ",-111.84125,33.30616
556,"Munich, DE",11.57549,48.13743
554,"Toyota, JP",137.15,35.08333
550,"Beaverton, OR",-122.80371,45.48706
544,"Corvallis, OR",-123.26203999999998,44.56457
530,"Milpitas, CA",-121.90662,37.42827
529,"Indianapolis, IN",-86.15804,39.76838
529,"Albuquerque, NM",-106.65113999999998,35.08449
521,"St. Louis, MO",-90.19789,38.62727
503,"Kaohsiung, TW",120.31333,22.61626
502,"Sagamihara, JP",139.35,35.55
498,"Taipei Hsien, TW",121.53185,25.04776
495,"Troy, MI",-83.14993,42.60559
495,"Atlanta, GA",-84.38798,33.749
495,"Minneapolis, MN",-93.26384,44.97997
494,"Wilmington, DE",-75.54659000000002,39.74595
488,"Colorado Springs, CO",-104.82136,38.83388
488,"Cary, NC",-78.78112,35.79154000000001
484,"Ottawa, CA",-75.69811999999997,45.41117
476,"Fukuoka, JP",130.41666999999998,33.6
475,"Milan, IT",9.18951,45.46427
469,"Pleasanton, CA",-121.87468,37.66243
468,"Atsugi, JP",139.45017,35.45460999999999
468,"Saitama-ken, JP",139.65657,35.90807
